Year,County,Surgery,# of Cases (ICD 10)
2013,Monterey,Breast,17
2013,Napa,Stomach,3
2013,Napa,Rectum,4
2013,Napa,Prostate,17
2013,Napa,Lung,13
2013,Napa,Esophagus,1
2013,Napa,Colon,14
2013,Napa,Brain,4
2013,Napa,Breast,62
2013,Napa,Pancreas,1
2013,Napa,Lung,13
2013,Napa,Esophagus,3
2013,Napa,Colon,8
2013,Napa,Breast,16
2013,Nevada,Rectum,3
2013,Nevada,Prostate,4
2013,Nevada,Lung,3
2013,Nevada,Liver,1
2013,Nevada,Colon,18
2013,Nevada,Breast,34
2013,Nevada,Colon,4
2013,Nevada,Breast,20
2013,Orange,Rectum,22
2013,Orange,Prostate,24
2013,Orange,Pancreas,13
2013,Orange,Lung,26
2013,Orange,Liver,33
2013,Orange,Colon,48
2013,Orange,Breast,124
2013,Orange,Bladder,2
2013,Orange,Stomach,17
2013,Orange,Brain,13
2013,Orange,Breast,2
2013,Orange,Rectum,3
2013,Orange,Prostate,3
2013,Orange,Lung,23
2013,Orange,Esophagus,1
2013,Orange,Colon,29
2013,Orange,Breast,105
2013,Orange,Brain,1
2013,Orange,Stomach,3
2013,Orange,Colon,1
2013,Orange,Stomach,3
2013,Orange,Rectum,13
2013,Orange,Prostate,12
2013,Orange,Pancreas,3
2013,Orange,Lung,12
2013,Orange,Liver,13
2013,Orange,Colon,40
2013,Orange,Breast,84
2013,Orange,Brain,10
2013,Orange,Bladder,3
2013,Orange,Lung,1
2013,Orange,Colon,2
2013,Orange,Breast,5
2013,Orange,Stomach,13
2013,Orange,Rectum,19
2013,Orange,Prostate,171
2013,Orange,Pancreas,20
2013,Orange,Lung,64
2013,Orange,Liver,17
2013,Orange,Esophagus,8
2013,Orange,Colon,90
2013,Orange,Breast,604
2013,Orange,Brain,85
2013,Orange,Bladder,11
2013,Orange,Stomach,1
2013,Orange,Rectum,1
2013,Orange,Colon,2
2013,Orange,Colon,2
2013,Orange,Stomach,2
2013,Orange,Lung,1
2013,Orange,Rectum,8
2013,Orange,Prostate,18
2013,Orange,Lung,9
2013,Orange,Liver,2
2013,Orange,Colon,19
2013,Orange,Breast,99
2013,Orange,Brain,3
2013,Orange,Bladder,1
2013,Orange,Stomach,1
2013,Orange,Stomach,1
2013,Orange,Rectum,2
2013,Orange,Colon,4
2013,Orange,Breast,40
2013,Orange,Stomach,3
2013,Orange,Rectum,3
2013,Orange,Prostate,30
2013,Orange,Pancreas,2
2013,Orange,Lung,35
2013,Orange,Colon,28
2013,Orange,Breast,67
2013,Orange,Brain,24
2013,Orange,Bladder,1
2013,Orange,Stomach,15
2013,Orange,Rectum,38
2013,Orange,Prostate,44
2013,Orange,Pancreas,47
2013,Orange,Lung,9
2013,Orange,Esophagus,12
2013,Orange,Colon,51
2013,Orange,Breast,107
2013,Orange,Brain,64
2013,Orange,Bladder,9
2013,Orange,Liver,24
2013,Orange,Stomach,3
2013,Orange,Rectum,1
2013,Orange,Colon,10
2013,Orange,Breast,2
2013,Orange,Brain,1
2013,Orange,Rectum,1
2013,Orange,Prostate,5
2013,Orange,Lung,1
2013,Orange,Colon,20
2013,Orange,Breast,35
2013,Orange,Stomach,3
2013,Orange,Rectum,7
2013,Orange,Prostate,33
2013,Orange,Lung,24
2013,Orange,Esophagus,2
2013,Orange,Colon,41
2013,Orange,Breast,115
2013,Orange,Brain,6
2013,Orange,Bladder,3
2013,Orange,Rectum,3
2013,Orange,Lung,2
2013,Orange,Liver,1
2013,Orange,Colon,7
2013,Orange,Breast,13
2013,Orange,Stomach,11
2013,Orange,Rectum,21
2013,Orange,Prostate,50
2013,Orange,Pancreas,9
2013,Orange,Lung,51
2013,Orange,Liver,12
2013,Orange,Colon,63
2013,Orange,Breast,311
2013,Orange,Brain,18
2013,Orange,Bladder,2
2013,Orange,Stomach,5
2013,Orange,Rectum,20
2013,Orange,Prostate,69
2013,Orange,Pancreas,2
2013,Orange,Lung,10
2013,Orange,Liver,2
2013,Orange,Colon,66
2013,Orange,Breast,198
2013,Orange,Brain,21
2013,Orange,Bladder,2
2013,Orange,Colon,6
2013,Orange,Breast,4
2013,Orange,Stomach,2
2013,Orange,Rectum,1
2013,Orange,Lung,2
2013,Orange,Liver,1
2013,Orange,Colon,6
2013,Orange,Breast,16
2013,Orange,Brain,8
2013,Orange,Stomach,6
2013,Orange,Rectum,28
2013,Orange,Prostate,13
2013,Orange,Pancreas,7
2013,Orange,Lung,28
2013,Orange,Liver,5
2013,Orange,Esophagus,5
2013,Orange,Colon,65
2013,Orange,Breast,380
2013,Orange,Brain,30
2013,Orange,Bladder,11
2013,Placer,Rectum,1
2013,Placer,Lung,1
2013,Placer,Colon,21
2013,Placer,Breast,59
2013,Placer,Bladder,1
2013,Placer,Stomach,3
2013,Placer,Prostate,44
2013,Placer,Pancreas,3
2013,Placer,Lung,18
2013,Placer,Esophagus,2
2013,Placer,Colon,55
2013,Placer,Breast,208
2013,Placer,Brain,11
2013,Placer,Rectum,16
2013,Placer,Bladder,5
2013,Placer,Stomach,3
2013,Placer,Rectum,15
2013,Placer,Prostate,17
2013,Placer,Lung,29
2013,Placer,Liver,1
2013,Placer,Esophagus,9
2013,Placer,Colon,69
2013,Placer,Breast,370
2013,Placer,Bladder,9
2013,Plumas,Rectum,1
2013,Plumas,Colon,1
2013,Plumas,Breast,1
2013,Riverside,Stomach,1
2013,Riverside,Rectum,5
2013,Riverside,Prostate,1
2013,Riverside,Liver,1
2013,Riverside,Colon,6
2013,Riverside,Breast,38
2013,Riverside,Stomach,3
2013,Riverside,Rectum,8
2013,Riverside,Pancreas,2
2013,Riverside,Lung,28
2013,Riverside,Liver,4
2013,Riverside,Esophagus,1
2013,Riverside,Colon,23
2013,Riverside,Breast,87
2013,Riverside,Brain,24
2013,Riverside,Stomach,5
2013,Riverside,Rectum,32
2013,Riverside,Prostate,80
2013,Riverside,Pancreas,5
2013,Riverside,Lung,36
2013,Riverside,Liver,4
2013,Riverside,Colon,79
2013,Riverside,Breast,138
2013,Riverside,Brain,15
2013,Riverside,Bladder,4
2013,Riverside,Rectum,10
2013,Riverside,Prostate,9
2013,Riverside,Colon,13
2013,Riverside,Breast,50
2013,Riverside,Bladder,4
2013,Riverside,Rectum,1
2013,Riverside,Esophagus,1
2013,Riverside,Colon,10
2013,Riverside,Breast,10
2013,Riverside,Liver,1
2013,Riverside,Colon,4
2013,Riverside,Breast,2
2013,Riverside,Prostate,5
2013,Riverside,Colon,17
2013,Riverside,Breast,68
2013,Riverside,Esophagus,1
2013,Riverside,Stomach,8
2013,Riverside,Rectum,16
2013,Riverside,Prostate,55
2013,Riverside,Pancreas,3
2013,Riverside,Lung,14
2013,Riverside,Liver,3
2013,Riverside,Colon,61
2013,Riverside,Breast,148
2013,Riverside,Brain,11
2013,Riverside,Bladder,4
2013,Riverside,Colon,8
2013,Riverside,Breast,11
2013,Riverside,Stomach,3
2013,Riverside,Rectum,1
2013,Riverside,Colon,7
2013,Riverside,Breast,24
2013,Riverside,Bladder,1
2013,Riverside,Stomach,8
2013,Riverside,Rectum,22
2013,Riverside,Prostate,1
2013,Riverside,Pancreas,2
2013,Riverside,Lung,15
2013,Riverside,Liver,9
2013,Riverside,Esophagus,6
2013,Riverside,Colon,46
2013,Riverside,Breast,172
2013,Riverside,Bladder,5
2013,Riverside,Colon,6
2013,Riverside,Breast,33
2013,Riverside,Stomach,3
2013,Riverside,Prostate,13
2013,Riverside,Colon,27
2013,Riverside,Breast,77
2013,Riverside,Brain,9
2013,Riverside,Bladder,1
2013,Riverside,Rectum,15
2013,Riverside,Stomach,1
2013,Riverside,Rectum,17
2013,Riverside,Prostate,9
2013,Riverside,Lung,10
2013,Riverside,Liver,6
2013,Riverside,Colon,12
2013,Riverside,Breast,77
2013,Riverside,Brain,10
2013,Riverside,Bladder,3
2013,Riverside,Rectum,1
2013,Riverside,Colon,1
2013,Riverside,Stomach,2
2013,Riverside,Rectum,7
2013,Riverside,Lung,7
2013,Riverside,Liver,1
2013,Riverside,Colon,22
2013,Riverside,Breast,66
2013,Riverside,Brain,3
2013,Sacramento,Stomach,7
2013,Sacramento,Rectum,8
2013,Sacramento,Prostate,3
2013,Sacramento,Pancreas,15
2013,Sacramento,Lung,17
2013,Sacramento,Liver,9
2013,Sacramento,Esophagus,2
2013,Sacramento,Colon,44
2013,Sacramento,Breast,209
2013,Sacramento,Brain,86
2013,Sacramento,Bladder,1
2013,Sacramento,Stomach,4
2013,Sacramento,Rectum,20
2013,Sacramento,Prostate,23
2013,Sacramento,Pancreas,1
2013,Sacramento,Colon,40
2013,Sacramento,Breast,168
2013,Sacramento,Brain,9
2013,Sacramento,Bladder,3
2013,Sacramento,Lung,54
2013,Sacramento,Stomach,3
2013,Sacramento,Rectum,11
2013,Sacramento,Prostate,72
2013,Sacramento,Liver,1
2013,Sacramento,Esophagus,3
2013,Sacramento,Colon,38
2013,Sacramento,Breast,99
2013,Sacramento,Brain,18
2013,Sacramento,Bladder,2
2013,Sacramento,Rectum,4
2013,Sacramento,Pancreas,2
2013,Sacramento,Colon,19
2013,Sacramento,Breast,151
2013,Sacramento,Stomach,3
2013,Sacramento,Stomach,6
2013,Sacramento,Rectum,16
2013,Sacramento,Prostate,85
2013,Sacramento,Pancreas,20
2013,Sacramento,Lung,63
2013,Sacramento,Esophagus,12
2013,Sacramento,Colon,27
2013,Sacramento,Breast,222
2013,Sacramento,Brain,37
2013,Sacramento,Bladder,27
2013,Sacramento,Liver,16
2013,Sacramento,Stomach,11
2013,Sacramento,Rectum,11
2013,Sacramento,Prostate,81
2013,Sacramento,Pancreas,13
2013,Sacramento,Lung,24
2013,Sacramento,Liver,9
2013,Sacramento,Esophagus,5
2013,Sacramento,Colon,60
2013,Sacramento,Breast,335
2013,Sacramento,Brain,30
2013,Sacramento,Lung,5
2013,Sacramento,Colon,3
2013,Sacramento,Breast,5
2013,Sacramento,Brain,13
2013,Sacramento,Stomach,6
2013,Sacramento,Rectum,18
2013,Sacramento,Prostate,226
2013,Sacramento,Pancreas,2
2013,Sacramento,Lung,22
2013,Sacramento,Liver,9
2013,Sacramento,Esophagus,1
2013,Sacramento,Colon,50
2013,Sacramento,Breast,242
2013,Sacramento,Bladder,21
2013,Sacramento,Rectum,2
2013,Sacramento,Prostate,33
2013,Sacramento,Colon,14
2013,Sacramento,Breast,24
2013,Sacramento,Bladder,2
2013,San Benito,Rectum,1
2013,San Benito,Colon,4
2013,San Benito,Breast,8
2013,San Bernardino,Rectum,1
2013,San Bernardino,Colon,2
2013,San Bernardino,Breast,1
2013,San Bernardino,Colon,1
2013,San Bernardino,Breast,13
2013,San Bernardino,Stomach,8
2013,San Bernardino,Rectum,22
2013,San Bernardino,Pancreas,2
2013,San Bernardino,Prostate,26
2013,San Bernardino,Lung,51
2013,San Bernardino,Liver,3
2013,San Bernardino,Colon,105
2013,San Bernardino,Esophagus,10
2013,San Bernardino,Breast,414
2013,San Bernardino,Brain,30
2013,San Bernardino,Bladder,8
2013,San Bernardino,Stomach,4
2013,San Bernardino,Prostate,88
2013,San Bernardino,Pancreas,13
2013,San Bernardino,Lung,29
2013,San Bernardino,Esophagus,3
2013,San Bernardino,Colon,42
2013,San Bernardino,Breast,137
2013,San Bernardino,Brain,34
2013,San Bernardino,Bladder,29
2013,San Bernardino,Liver,27
2013,San Bernardino,Rectum,14
2013,San Bernardino,Stomach,5
2013,San Bernardino,Rectum,14
2013,San Bernardino,Prostate,20
2013,San Bernardino,Lung,10
2013,San Bernardino,Colon,45
2013,San Bernardino,Breast,102
2013,San Bernardino,Brain,2
2013,San Bernardino,Bladder,5
2013,San Bernardino,Stomach,8
2013,San Bernardino,Prostate,37
2013,San Bernardino,Lung,17
2013,San Bernardino,Liver,1
2013,San Bernardino,Breast,121
2013,San Bernardino,Brain,8
2013,San Bernardino,Colon,47
2013,San Bernardino,Rectum,17
2013,San Bernardino,Stomach,1
2013,San Bernardino,Rectum,2
2013,San Bernardino,Colon,6
2013,San Bernardino,Breast,29
2013,San Bernardino,Stomach,1
2013,San Bernardino,Rectum,8
2013,San Bernardino,Prostate,62
2013,San Bernardino,Colon,13
2013,San Bernardino,Lung,13
2013,San Bernardino,Breast,77
2013,San Bernardino,Brain,9
2013,San Bernardino,Bladder,2
2013,San Bernardino,Rectum,6
2013,San Bernardino,Lung,10
2013,San Bernardino,Colon,36
2013,San Bernardino,Breast,59
2013,San Bernardino,Bladder,1
2013,San Bernardino,Prostate,42
2013,San Bernardino,Stomach,1
2013,San Bernardino,Rectum,5
2013,San Bernardino,Colon,11
2013,San Bernardino,Breast,49
2013,San Bernardino,Colon,7
2013,San Bernardino,Breast,2
2013,San Bernardino,Rectum,2
2013,San Bernardino,Prostate,14
2013,San Bernardino,Lung,1
2013,San Bernardino,Colon,14
2013,San Bernardino,Breast,13
2013,San Bernardino,Stomach,2
2013,San Bernardino,Rectum,7
2013,San Bernardino,Prostate,13
2013,San Bernardino,Pancreas,2
2013,San Bernardino,Lung,6
2013,San Bernardino,Liver,3
2013,San Bernardino,Esophagus,1
2013,San Bernardino,Colon,19
2013,San Bernardino,Breast,86
2013,San Bernardino,Brain,18
2013,San Bernardino,Bladder,4
2013,San Bernardino,Colon,3
2013,San Bernardino,Breast,4
2013,San Diego,Stomach,1
2013,San Diego,Rectum,1
2013,San Diego,Prostate,5
2013,San Diego,Lung,5
2013,San Diego,Colon,13
2013,San Diego,Breast,23
2013,San Diego,Brain,1
2013,San Diego,Bladder,1
2013,San Diego,Rectum,1
2013,San Diego,Lung,4
2013,San Diego,Colon,2
2013,San Diego,Rectum,30
2013,San Diego,Prostate,49
2013,San Diego,Pancreas,5
2013,San Diego,Liver,13
2013,San Diego,Esophagus,2
2013,San Diego,Colon,99
2013,San Diego,Breast,372
2013,San Diego,Brain,19
2013,San Diego,Bladder,8
2013,San Diego,Stomach,13
2013,San Diego,Lung,32
2013,San Diego,Colon,2
2013,San Diego,Breast,16
2013,San Diego,Stomach,7
2013,San Diego,Rectum,9
2013,San Diego,Prostate,18
2013,San Diego,Lung,28
2013,San Diego,Esophagus,2
2013,San Diego,Colon,53
2013,San Diego,Breast,96
2013,San Diego,Brain,18
2013,San Diego,Bladder,1
2013,San Diego,Stomach,9
2013,San Diego,Rectum,15
2013,San Diego,Prostate,7
2013,San Diego,Pancreas,9
2013,San Diego,Lung,48
2013,San Diego,Liver,6
2013,San Diego,Esophagus,2
2013,San Diego,Colon,81
2013,San Diego,Breast,464
2013,San Diego,Brain,27
2013,San Diego,Bladder,6
2013,San Diego,Prostate,125
2013,San Diego,Stomach,10
2013,San Diego,Rectum,39
2013,San Diego,Pancreas,2
2013,San Diego,Lung,22
2013,San Diego,Liver,5
2013,San Diego,Colon,91
2013,San Diego,Breast,160
2013,San Diego,Brain,6
2013,San Diego,Bladder,31
2013,San Diego,Esophagus,1
2013,San Diego,Stomach,2
2013,San Diego,Rectum,11
2013,San Diego,Prostate,139
2013,San Diego,Lung,9
2013,San Diego,Liver,2
2013,San Diego,Esophagus,1
2013,San Diego,Colon,48
2013,San Diego,Breast,94
2013,San Diego,Brain,9
2013,San Diego,Bladder,12
2013,San Diego,Colon,8
2013,San Diego,Stomach,4
2013,San Diego,Rectum,19
2013,San Diego,Prostate,2
2013,San Diego,Lung,16
2013,San Diego,Liver,2
2013,San Diego,Esophagus,2
2013,San Diego,Colon,45
2013,San Diego,Breast,193
2013,San Diego,Brain,24
2013,San Diego,Stomach,3
2013,San Diego,Rectum,9
2013,San Diego,Pancreas,1
2013,San Diego,Lung,11
2013,San Diego,Liver,1
2013,San Diego,Colon,32
2013,San Diego,Breast,91
2013,San Diego,Brain,2
2013,San Diego,Bladder,2
2013,San Diego,Prostate,33
2013,San Diego,Stomach,12
2013,San Diego,Prostate,86
2013,San Diego,Pancreas,24
2013,San Diego,Lung,24
2013,San Diego,Esophagus,10
2013,San Diego,Colon,85
2013,San Diego,Breast,242
2013,San Diego,Brain,83
2013,San Diego,Bladder,10
2013,San Diego,Rectum,28
2013,San Diego,Liver,40
2013,San Diego,Stomach,6
2013,San Diego,Rectum,8
2013,San Diego,Prostate,19
2013,San Diego,Lung,14
2013,San Diego,Colon,31
2013,San Diego,Breast,160
2013,San Diego,Brain,7
2013,San Diego,Bladder,1
2013,San Diego,Stomach,1
2013,San Diego,Prostate,1
2013,San Diego,Pancreas,1
2013,San Diego,Colon,12
2013,San Diego,Breast,81
2013,San Diego,Bladder,1
2013,San Diego,Stomach,7
2013,San Diego,Rectum,14
2013,San Diego,Prostate,40
2013,San Diego,Pancreas,5
2013,San Diego,Lung,25
2013,San Diego,Liver,12
2013,San Diego,Esophagus,2
2013,San Diego,Colon,51
2013,San Diego,Breast,302
2013,San Diego,Brain,11
2013,San Diego,Stomach,1
2013,San Diego,Rectum,3
2013,San Diego,Prostate,3
2013,San Diego,Liver,1
2013,San Diego,Colon,30
2013,San Diego,Breast,103
2013,San Diego,Brain,8
2013,San Diego,Bladder,1
2013,San Francisco,Rectum,22
2013,San Francisco,Stomach,5
2013,San Francisco,Prostate,6
2013,San Francisco,Pancreas,21
2013,San Francisco,Lung,32
2013,San Francisco,Esophagus,5
2013,San Francisco,Colon,38
2013,San Francisco,Breast,168
2013,San Francisco,Bladder,4
2013,San Francisco,Liver,31
2013,San Francisco,Stomach,10
2013,San Francisco,Rectum,38
2013,San Francisco,Prostate,10
2013,San Francisco,Pancreas,36
2013,San Francisco,Lung,20
2013,San Francisco,Liver,28
2013,San Francisco,Esophagus,4
2013,San Francisco,Colon,55
2013,San Francisco,Breast,241
2013,San Francisco,Brain,13
2013,San Francisco,Colon,3
2013,San Francisco,Breast,50
2013,San Francisco,Brain,21
2013,San Francisco,Stomach,9
2013,San Francisco,Rectum,10
2013,San Francisco,Pancreas,2
2013,San Francisco,Lung,18
2013,San Francisco,Liver,1
2013,San Francisco,Breast,95
2013,San Francisco,Brain,9
2013,San Francisco,Bladder,3
2013,San Francisco,Prostate,9
2013,San Francisco,Colon,35
2013,San Francisco,Stomach,1
2013,San Francisco,Rectum,1
2013,San Francisco,Prostate,2
2013,San Francisco,Lung,7
2013,San Francisco,Colon,6
2013,San Francisco,Breast,3
2013,San Francisco,Rectum,3
2013,San Francisco,Pancreas,1
2013,San Francisco,Colon,12
2013,San Francisco,Breast,6
2013,San Francisco,Stomach,1
2013,San Francisco,Rectum,3
2013,San Francisco,Lung,5
2013,San Francisco,Colon,7
2013,San Francisco,Breast,41
2013,San Francisco,Stomach,20
2013,San Francisco,Prostate,272
2013,San Francisco,Pancreas,31
2013,San Francisco,Lung,59
2013,San Francisco,Rectum,68
2013,San Francisco,Liver,93
2013,San Francisco,Esophagus,13
2013,San Francisco,Colon,47
2013,San Francisco,Breast,285
2013,San Francisco,Brain,321
2013,San Francisco,Bladder,47
2013,San Francisco,Stomach,3
2013,San Francisco,Rectum,7
2013,San Francisco,Colon,16
2013,San Francisco,Breast,35
2013,San Francisco,Bladder,2
2013,San Joaquin,Stomach,1
2013,San Joaquin,Rectum,1
2013,San Joaquin,Colon,11
2013,San Joaquin,Breast,6
2013,San Joaquin,Stomach,1
2013,San Joaquin,Prostate,17
2013,San Joaquin,Lung,4
2013,San Joaquin,Colon,21
2013,San Joaquin,Breast,29
2013,San Joaquin,Bladder,3
2013,San Joaquin,Pancreas,2
2013,San Joaquin,Stomach,1
2013,San Joaquin,Rectum,3
2013,San Joaquin,Prostate,2
2013,San Joaquin,Lung,2
2013,San Joaquin,Liver,1
2013,San Joaquin,Colon,21
2013,San Joaquin,Bladder,2
2013,San Joaquin,Breast,29
2013,San Joaquin,Stomach,2
2013,San Joaquin,Rectum,14
2013,San Joaquin,Prostate,2
2013,San Joaquin,Lung,26
2013,San Joaquin,Liver,6
2013,San Joaquin,Colon,46
2013,San Joaquin,Breast,79
2013,San Joaquin,Brain,11
2013,San Joaquin,Bladder,1
2013,San Joaquin,Rectum,1
2013,San Joaquin,Colon,4
2013,San Joaquin,Breast,21
2013,San Joaquin,Colon,5
2013,San Joaquin,Breast,32
2013,San Joaquin,Stomach,2
2013,San Joaquin,Rectum,13
2013,San Joaquin,Prostate,27
2013,San Joaquin,Lung,33
2013,San Joaquin,Esophagus,2
2013,San Joaquin,Colon,40
2013,San Joaquin,Breast,184
2013,San Joaquin,Bladder,5
2013,San Luis Obispo,Stomach,2
2013,San Luis Obispo,Rectum,3
2013,San Luis Obispo,Lung,8
2013,San Luis Obispo,Liver,1
2013,San Luis Obispo,Esophagus,1
2013,San Luis Obispo,Colon,11
2013,San Luis Obispo,Breast,6
2013,San Luis Obispo,Stomach,1
2013,San Luis Obispo,Rectum,3
2013,San Luis Obispo,Prostate,15
2013,San Luis Obispo,Pancreas,1
2013,San Luis Obispo,Lung,4
2013,San Luis Obispo,Colon,8
2013,San Luis Obispo,Breast,26
2013,San Luis Obispo,Bladder,1
2013,San Luis Obispo,Rectum,5
2013,San Luis Obispo,Prostate,14
2013,San Luis Obispo,Lung,12
2013,San Luis Obispo,Esophagus,3
2013,San Luis Obispo,Colon,15
2013,San Luis Obispo,Breast,29
2013,San Luis Obispo,Brain,29
2013,San Luis Obispo,Bladder,1
2013,San Luis Obispo,Rectum,2
2013,San Luis Obispo,Prostate,7
2013,San Luis Obispo,Colon,18
2013,San Luis Obispo,Breast,42
2013,San Mateo,Stomach,2
2013,San Mateo,Pancreas,3
2013,San Mateo,Lung,2
2013,San Mateo,Esophagus,1
2013,San Mateo,Colon,7
2013,San Mateo,Breast,40
2013,San Mateo,Brain,2
2013,San Mateo,Stomach,3
2013,San Mateo,Rectum,2
2013,San Mateo,Lung,7
2013,San Mateo,Colon,25
2013,San Mateo,Breast,113
2013,San Mateo,Brain,132
2013,San Mateo,Bladder,1
2013,San Mateo,Stomach,3
2013,San Mateo,Rectum,7
2013,San Mateo,Pancreas,7
2013,San Mateo,Lung,15
2013,San Mateo,Esophagus,2
2013,San Mateo,Colon,25
2013,San Mateo,Breast,130
2013,San Mateo,Bladder,2
2013,San Mateo,Stomach,3
2013,San Mateo,Rectum,3
2013,San Mateo,Lung,7
2013,San Mateo,Colon,12
2013,San Mateo,Breast,50
2013,San Mateo,Brain,2
2013,San Mateo,Bladder,1
2013,San Mateo,Stomach,5
2013,San Mateo,Rectum,10
2013,San Mateo,Prostate,17
2013,San Mateo,Pancreas,6
2013,San Mateo,Lung,20
2013,San Mateo,Liver,6
2013,San Mateo,Esophagus,3
2013,San Mateo,Colon,34
2013,San Mateo,Breast,183
2013,San Mateo,Brain,6
2013,San Mateo,Bladder,2
2013,San Mateo,Stomach,2
2013,San Mateo,Rectum,7
2013,San Mateo,Prostate,19
2013,San Mateo,Pancreas,1
2013,San Mateo,Lung,12
2013,San Mateo,Liver,1
2013,San Mateo,Colon,19
2013,San Mateo,Breast,51
2013,San Mateo,Bladder,3
2013,San Mateo,Breast,37
2013,Santa Barbara,Breast,25
2013,Santa Barbara,Stomach,2
2013,Santa Barbara,Rectum,1
2013,Santa Barbara,Colon,10
2013,Santa Barbara,Breast,7
2013,Santa Barbara,Stomach,2
2013,Santa Barbara,Rectum,2
2013,Santa Barbara,Prostate,27
2013,Santa Barbara,Lung,4
2013,Santa Barbara,Colon,23
2013,Santa Barbara,Breast,106
2013,Santa Barbara,Brain,3
2013,Santa Barbara,Stomach,3
2013,Santa Barbara,Rectum,25
2013,Santa Barbara,Prostate,7
2013,Santa Barbara,Pancreas,7
2013,Santa Barbara,Lung,42
2013,Santa Barbara,Liver,4
2013,Santa Barbara,Esophagus,1
2013,Santa Barbara,Colon,38
2013,Santa Barbara,Breast,148
2013,Santa Barbara,Brain,13
2013,Santa Barbara,Bladder,2
2013,Santa Clara,Breast,48
2013,Santa Clara,Pancreas,1
2013,Santa Clara,Stomach,7
2013,Santa Clara,Rectum,5
2013,Santa Clara,Prostate,2
2013,Santa Clara,Lung,7
2013,Santa Clara,Liver,3
2013,Santa Clara,Colon,29
2013,Santa Clara,Brain,9
2013,Santa Clara,Stomach,9
2013,Santa Clara,Rectum,17
2013,Santa Clara,Prostate,58
2013,Santa Clara,Pancreas,15
2013,Santa Clara,Lung,23
2013,Santa Clara,Liver,13
2013,Santa Clara,Colon,66
2013,Santa Clara,Breast,115
2013,Santa Clara,Brain,14
2013,Santa Clara,Bladder,4
2013,Santa Clara,Stomach,5
2013,Santa Clara,Rectum,12
2013,Santa Clara,Prostate,36
2013,Santa Clara,Pancreas,1
2013,Santa Clara,Lung,11
2013,Santa Clara,Liver,2
2013,Santa Clara,Esophagus,1
2013,Santa Clara,Colon,44
2013,Santa Clara,Breast,174
2013,Santa Clara,Brain,21
2013,Santa Clara,Pancreas,5
2013,Santa Clara,Stomach,7
2013,Santa Clara,Rectum,11
2013,Santa Clara,Lung,17
2013,Santa Clara,Liver,2
2013,Santa Clara,Esophagus,1
2013,Santa Clara,Colon,41
2013,Santa Clara,Breast,88
2013,Santa Clara,Brain,7
2013,Santa Clara,Bladder,1
2013,Santa Clara,Stomach,2
2013,Santa Clara,Rectum,7
2013,Santa Clara,Prostate,13
2013,Santa Clara,Lung,14
2013,Santa Clara,Liver,1
2013,Santa Clara,Colon,37
2013,Santa Clara,Breast,135
2013,Santa Clara,Brain,13
2013,Santa Clara,Bladder,1
2013,Santa Clara,Pancreas,2
2013,Santa Clara,Stomach,35
2013,Santa Clara,Rectum,74
2013,Santa Clara,Pancreas,70
2013,Santa Clara,Lung,97
2013,Santa Clara,Liver,109
2013,Santa Clara,Colon,83
2013,Santa Clara,Breast,389
2013,Santa Clara,Brain,124
2013,Santa Clara,Bladder,71
2013,Santa Clara,Esophagus,13
2013,Santa Clara,Prostate,175
2013,Santa Clara,Stomach,4
2013,Santa Clara,Rectum,6
2013,Santa Clara,Prostate,19
2013,Santa Clara,Pancreas,4
2013,Santa Clara,Liver,10
2013,Santa Clara,Colon,36
2013,Santa Clara,Breast,173
2013,Santa Clara,Bladder,6
2013,Santa Clara,Stomach,1
2013,Santa Clara,Rectum,2
2013,Santa Clara,Liver,1
2013,Santa Clara,Colon,8
2013,Santa Clara,Breast,21
2013,Santa Clara,Brain,1
2013,Santa Clara,Stomach,24
2013,Santa Clara,Rectum,8
2013,Santa Clara,Prostate,209
2013,Santa Clara,Pancreas,3
2013,Santa Clara,Lung,42
2013,Santa Clara,Liver,7
2013,Santa Clara,Esophagus,2
2013,Santa Clara,Colon,68
2013,Santa Clara,Breast,362
2013,Santa Clara,Bladder,11
2013,Santa Cruz,Stomach,1
2013,Santa Cruz,Rectum,9
2013,Santa Cruz,Prostate,15
2013,Santa Cruz,Lung,6
2013,Santa Cruz,Colon,21
2013,Santa Cruz,Breast,49
2013,Santa Cruz,Brain,24
2013,Santa Cruz,Liver,1
2013,Santa Cruz,Colon,4
2013,Santa Cruz,Breast,19
2013,Shasta,Stomach,1
2013,Shasta,Rectum,1
2013,Shasta,Lung,6
2013,Shasta,Esophagus,1
2013,Shasta,Colon,16
2013,Shasta,Stomach,1
2013,Shasta,Rectum,10
2013,Shasta,Prostate,42
2013,Shasta,Lung,30
2013,Shasta,Colon,34
2013,Shasta,Breast,50
2013,Shasta,Brain,21
2013,Shasta,Bladder,4
2013,Shasta,Breast,83
2013,Siskiyou,Rectum,1
2013,Siskiyou,Colon,4
2013,Siskiyou,Breast,8
2013,Siskiyou,Colon,8
2013,Siskiyou,Breast,19
2013,Solano,Stomach,1
2013,Solano,Rectum,16
2013,Solano,Prostate,1
2013,Solano,Lung,24
2013,Solano,Esophagus,4
2013,Solano,Colon,32
2013,Solano,Breast,183
2013,Solano,Bladder,6
